customer_id,contact_date,age,job,marital,education,age_group
2411,2024-07-20,59,Blue-Collar,divorced,primary,Middle Aged
2412,2024-07-24,25,Student,single,tertiary,Young Adult
2413,2024-07-28,44,Entrepreneur,single,unknown,Middle Aged
2414,2024-07-28,28,Management,single,tertiary,Young Adult
2415,2024-08-04,25,Management,single,tertiary,Young Adult
2416,2024-08-04,28,Management,married,tertiary,Young Adult
2417,2024-08-04,52,Admin,married,secondary,Middle Aged
2418,2024-08-04,57,Management,married,tertiary,Middle Aged
2419,2024-08-04,49,Management,divorced,tertiary,Middle Aged
2420,2024-08-04,33,Technician,married,tertiary,Young Adult
2421,2024-08-04,47,Technician,married,secondary,Middle Aged
2422,2024-08-04,68,Retired,married,secondary,Elderly
2423,2024-08-04,40,Technician,single,tertiary,Middle Aged
2424,2024-08-04,46,Management,married,tertiary,Middle Aged
2425,2024-08-05,29,Technician,single,secondary,Young Adult
2426,2024-08-05,55,Management,divorced,tertiary,Middle Aged
2427,2024-08-05,30,Self-Employed,married,tertiary,Young Adult
2428,2024-08-05,49,Admin,divorced,secondary,Middle Aged
2429,2024-08-05,48,Management,married,tertiary,Middle Aged
2430,2024-08-05,21,Student,single,secondary,Young Adult
2431,2024-08-05,45,Admin,married,secondary,Middle Aged
2432,2024-08-05,43,Management,married,tertiary,Middle Aged
2433,2024-08-05,47,Management,single,tertiary,Middle Aged
2434,2024-08-05,27,Management,single,tertiary,Young Adult
2435,2024-08-05,20,Student,married,unknown,Young Adult
2436,2024-08-05,37,Unemployed,single,tertiary,Young Adult
2437,2024-08-05,61,Management,married,tertiary,Elderly
2438,2024-08-06,57,Services,single,secondary,Middle Aged
2439,2024-08-06,40,Management,married,tertiary,Middle Aged
2440,2024-08-06,53,Admin,divorced,secondary,Middle Aged
2441,2024-08-06,65,Unknown,married,unknown,Elderly
2442,2024-08-06,67,Retired,married,tertiary,Elderly
2443,2024-08-06,66,Retired,married,tertiary,Elderly
2444,2024-08-07,67,Management,married,tertiary,Elderly
2445,2024-08-07,57,Retired,married,secondary,Middle Aged
2446,2024-08-07,38,Admin,married,tertiary,Young Adult
2447,2024-08-07,56,Management,divorced,tertiary,Middle Aged
2448,2024-08-07,46,Management,married,tertiary,Middle Aged
2449,2024-08-07,69,Technician,married,secondary,Elderly
2450,2024-08-07,32,Services,single,secondary,Young Adult
2451,2024-08-07,72,Retired,married,tertiary,Elderly
2452,2024-08-07,41,Admin,married,tertiary,Middle Aged
2453,2024-08-07,72,Retired,married,primary,Elderly
2454,2024-08-07,33,Unemployed,married,secondary,Young Adult
2455,2024-08-07,37,Admin,married,secondary,Young Adult
2456,2024-08-07,34,Management,married,tertiary,Young Adult
2457,2024-08-07,44,Admin,single,secondary,Middle Aged
2458,2024-08-07,42,Services,single,secondary,Middle Aged
2459,2024-08-07,58,Unemployed,married,secondary,Middle Aged
2460,2024-08-07,34,Technician,married,tertiary,Young Adult
2461,2024-08-07,55,Entrepreneur,divorced,secondary,Middle Aged
2462,2024-08-07,71,Retired,married,primary,Elderly
2463,2024-08-07,23,Student,single,secondary,Young Adult
2464,2024-08-07,60,Management,single,tertiary,Elderly
2465,2024-08-10,18,Student,single,unknown,Young Adult
2466,2024-08-10,54,Technician,married,secondary,Middle Aged
2467,2024-08-10,59,Retired,divorced,tertiary,Middle Aged
2468,2024-08-10,32,Self-Employed,single,tertiary,Young Adult
2469,2024-08-10,61,Self-Employed,divorced,tertiary,Elderly
2470,2024-08-10,31,Management,married,tertiary,Young Adult
2471,2024-08-11,42,Blue-Collar,married,primary,Middle Aged
2472,2024-08-11,42,Unemployed,married,unknown,Middle Aged
2473,2024-08-11,42,Services,single,tertiary,Middle Aged
2474,2024-08-11,70,Housemaid,divorced,primary,Elderly
2475,2024-08-11,57,Technician,married,secondary,Middle Aged
2476,2024-08-11,60,Retired,married,secondary,Elderly
2477,2024-08-11,53,Blue-Collar,divorced,primary,Middle Aged
2478,2024-08-11,48,Unemployed,divorced,secondary,Middle Aged
2479,2024-08-11,30,Management,single,tertiary,Young Adult
2480,2024-08-11,39,Management,single,tertiary,Young Adult
2481,2024-08-11,42,Technician,married,secondary,Middle Aged
2482,2024-08-11,26,Admin,single,secondary,Young Adult
2483,2024-08-11,46,Management,married,tertiary,Middle Aged
2484,2024-08-11,40,Admin,single,secondary,Middle Aged
2485,2024-08-11,39,Admin,married,secondary,Young Adult
2486,2024-08-11,58,Self-Employed,married,primary,Middle Aged
2487,2024-08-11,42,Blue-Collar,married,secondary,Middle Aged
2488,2024-08-12,31,Services,single,secondary,Young Adult
2489,2024-08-12,21,Student,single,secondary,Young Adult
2490,2024-08-12,35,Self-Employed,single,tertiary,Young Adult
2491,2024-08-12,50,Technician,divorced,unknown,Middle Aged
2492,2024-08-12,36,Management,single,tertiary,Young Adult
2493,2024-08-12,75,Retired,married,primary,Elderly
2494,2024-08-12,20,Student,single,primary,Young Adult
2495,2024-08-12,57,Admin,single,secondary,Middle Aged
2496,2024-08-12,41,Management,married,tertiary,Middle Aged
2497,2024-08-12,59,Technician,married,secondary,Middle Aged
2498,2024-08-12,36,Management,married,tertiary,Young Adult
2499,2024-08-12,18,Student,single,primary,Young Adult
2500,2024-08-12,34,Management,single,tertiary,Young Adult
2501,2024-08-12,55,Management,married,primary,Middle Aged
2502,2024-08-12,33,Blue-Collar,single,secondary,Young Adult
2503,2024-08-12,43,Technician,married,tertiary,Middle Aged
2504,2024-08-12,34,Services,married,secondary,Young Adult
2505,2024-08-12,35,Services,married,unknown,Young Adult
2506,2024-08-12,43,Technician,single,secondary,Middle Aged
2507,2024-08-13,74,Retired,married,primary,Elderly
2508,2024-08-13,45,Unemployed,divorced,primary,Middle Aged
2509,2024-08-13,38,Blue-Collar,married,secondary,Young Adult
2510,2024-08-13,32,Management,single,tertiary,Young Adult
2511,2024-08-13,29,Admin,single,tertiary,Young Adult
2512,2024-08-13,31,Admin,married,secondary,Young Adult
2513,2024-08-13,50,Services,married,secondary,Middle Aged
2514,2024-08-13,44,Technician,divorced,secondary,Middle Aged
2515,2024-08-13,23,Student,single,secondary,Young Adult
2516,2024-08-13,56,Management,married,tertiary,Middle Aged
2517,2024-08-13,76,Retired,married,primary,Elderly
2518,2024-08-13,28,Technician,single,secondary,Young Adult
2519,2024-08-13,34,Management,single,tertiary,Young Adult
2520,2024-08-13,56,Retired,married,primary,Middle Aged
2521,2024-08-13,45,Management,single,tertiary,Middle Aged
2522,2024-08-13,36,Technician,single,secondary,Young Adult
2523,2024-08-13,57,Retired,single,tertiary,Middle Aged
2524,2024-08-13,49,Technician,married,tertiary,Middle Aged
2525,2024-08-13,49,Management,married,tertiary,Middle Aged
2526,2024-08-14,37,Management,married,tertiary,Young Adult
2527,2024-08-14,46,Unemployed,single,tertiary,Middle Aged
2528,2024-08-14,26,Admin,single,secondary,Young Adult
2529,2024-08-14,47,Unemployed,married,secondary,Middle Aged
2530,2024-08-14,36,Management,married,primary,Young Adult
2531,2024-08-14,37,Student,single,unknown,Young Adult
2532,2024-08-14,62,Management,married,tertiary,Elderly
2533,2024-08-14,26,Blue-Collar,single,secondary,Young Adult
2534,2024-08-14,45,Management,married,tertiary,Middle Aged
2535,2024-08-14,63,Technician,married,secondary,Elderly
2536,2024-08-14,25,Management,single,tertiary,Young Adult
2537,2024-08-14,60,Retired,married,unknown,Elderly
2538,2024-08-14,44,Management,married,tertiary,Middle Aged
2539,2024-08-14,33,Unemployed,single,tertiary,Young Adult
2540,2024-08-14,39,Entrepreneur,married,tertiary,Young Adult
2541,2024-08-14,46,Blue-Collar,married,unknown,Middle Aged
2542,2024-08-17,42,Admin,married,primary,Middle Aged
2543,2024-08-17,56,Management,married,unknown,Middle Aged
2544,2024-08-17,82,Retired,married,secondary,Elderly
2545,2024-08-17,77,Retired,married,tertiary,Elderly
2546,2024-08-17,36,Services,single,tertiary,Young Adult
2547,2024-08-17,35,Management,single,tertiary,Young Adult
2548,2024-08-17,50,Technician,married,secondary,Middle Aged
2549,2024-08-17,62,Retired,married,secondary,Elderly
2550,2024-08-17,26,Management,single,tertiary,Young Adult
2551,2024-08-18,55,Management,married,tertiary,Middle Aged
2552,2024-08-18,22,Student,single,secondary,Young Adult
2553,2024-08-18,30,Student,single,secondary,Young Adult
2554,2024-08-18,34,Housemaid,married,tertiary,Young Adult
2555,2024-08-18,31,Management,married,tertiary,Young Adult
2556,2024-08-18,55,Technician,married,secondary,Middle Aged
2557,2024-08-18,49,Technician,single,secondary,Middle Aged
2558,2024-08-18,67,Retired,divorced,tertiary,Elderly
2559,2024-08-19,43,Admin,married,secondary,Middle Aged
2560,2024-08-19,25,Technician,single,tertiary,Young Adult
2561,2024-08-19,59,Retired,divorced,secondary,Middle Aged
2562,2024-08-19,44,Admin,married,secondary,Middle Aged
2563,2024-08-19,42,Management,married,tertiary,Middle Aged
2564,2024-08-19,29,Management,single,tertiary,Young Adult
2565,2024-08-19,32,Management,married,tertiary,Young Adult
2566,2024-08-19,30,Management,single,tertiary,Young Adult
2567,2024-08-19,38,Technician,married,secondary,Young Adult
2568,2024-08-19,22,Student,single,tertiary,Young Adult
2569,2024-08-20,25,Entrepreneur,single,tertiary,Young Adult
2570,2024-08-20,34,Self-Employed,single,tertiary,Young Adult
2571,2024-08-20,27,Technician,single,tertiary,Young Adult
2572,2024-08-20,35,Management,single,tertiary,Young Adult
2573,2024-08-20,45,Housemaid,married,secondary,Middle Aged
2574,2024-08-20,42,Management,married,primary,Middle Aged
2575,2024-08-21,20,Student,single,secondary,Young Adult
2576,2024-08-21,60,Admin,married,secondary,Elderly
2577,2024-08-21,47,Management,married,tertiary,Middle Aged
2578,2024-08-21,25,Student,single,secondary,Young Adult
2579,2024-08-21,65,Retired,married,secondary,Elderly
2580,2024-08-21,50,Technician,married,secondary,Middle Aged
2581,2024-08-21,22,Student,single,secondary,Young Adult
2582,2024-08-21,43,Admin,single,secondary,Middle Aged
2583,2024-08-21,53,Retired,divorced,tertiary,Middle Aged
2584,2024-08-21,71,Retired,divorced,secondary,Elderly
2585,2024-08-21,28,Blue-Collar,married,secondary,Young Adult
2586,2024-08-21,59,Unemployed,married,secondary,Middle Aged
2587,2024-08-24,29,Management,single,tertiary,Young Adult
2588,2024-08-24,51,Technician,married,secondary,Middle Aged
2589,2024-08-24,48,Housemaid,married,tertiary,Middle Aged
2590,2024-08-25,37,Blue-Collar,married,primary,Young Adult
2591,2024-08-25,37,Technician,married,tertiary,Young Adult
2592,2024-08-25,64,Retired,married,tertiary,Elderly
2593,2024-08-25,69,Retired,married,secondary,Elderly
2594,2024-08-25,36,Management,married,tertiary,Young Adult
2595,2024-08-25,43,Services,married,secondary,Middle Aged
2596,2024-08-26,63,Housemaid,married,primary,Elderly
2597,2024-08-26,70,Retired,married,secondary,Elderly
2598,2024-08-26,60,Technician,single,primary,Elderly
2599,2024-08-26,86,Retired,divorced,primary,Elderly
2600,2024-08-26,72,Retired,married,secondary,Elderly
2601,2024-08-26,60,Retired,married,tertiary,Elderly
2602,2024-08-26,43,Management,single,tertiary,Middle Aged
2603,2024-08-27,57,Management,divorced,unknown,Middle Aged
2604,2024-08-27,28,Management,single,tertiary,Young Adult
2605,2024-08-27,36,Blue-Collar,single,secondary,Young Adult
2606,2024-08-27,66,Retired,married,secondary,Elderly
2607,2024-08-27,33,Technician,single,tertiary,Young Adult
2608,2024-08-27,36,Technician,single,secondary,Young Adult
2609,2024-08-27,29,Technician,single,secondary,Young Adult
2610,2024-08-28,62,Unemployed,married,secondary,Elderly
2611,2024-08-28,34,Blue-Collar,married,secondary,Young Adult
2612,2024-08-28,29,Unemployed,single,tertiary,Young Adult
2613,2024-08-28,30,Management,married,tertiary,Young Adult
2614,2024-08-28,32,Technician,married,tertiary,Young Adult
2615,2024-08-28,39,Blue-Collar,single,primary,Young Adult
2616,2024-08-28,55,Admin,divorced,secondary,Middle Aged
2617,2024-08-28,36,Management,single,tertiary,Young Adult
2618,2024-08-31,27,Student,single,tertiary,Young Adult
2619,2024-08-31,45,Management,married,tertiary,Middle Aged
2620,2024-08-31,55,Management,married,unknown,Middle Aged
2621,2024-08-31,52,Blue-Collar,married,secondary,Middle Aged
2622,2024-08-31,49,Management,single,tertiary,Middle Aged
2623,2024-08-31,30,Blue-Collar,married,primary,Young Adult
2624,2024-09-01,39,Management,married,tertiary,Young Adult
2625,2024-09-01,48,Management,divorced,tertiary,Middle Aged
2626,2024-09-01,36,Management,married,tertiary,Young Adult
2627,2024-09-01,27,Admin,married,secondary,Young Adult
2628,2024-09-01,51,Management,married,tertiary,Middle Aged
2629,2024-09-02,48,Technician,married,secondary,Middle Aged
2630,2024-09-02,70,Retired,married,secondary,Elderly
2631,2024-09-02,63,Retired,married,secondary,Elderly
2632,2024-09-02,34,Services,single,secondary,Young Adult
2633,2024-09-03,46,Admin,married,tertiary,Middle Aged
2634,2024-09-03,31,Self-Employed,single,tertiary,Young Adult
2635,2024-09-03,32,Admin,married,secondary,Young Adult
2636,2024-09-03,40,Unemployed,single,tertiary,Middle Aged
2637,2024-09-04,30,Admin,single,secondary,Young Adult
2638,2024-09-04,55,Management,married,primary,Middle Aged
2639,2024-09-04,57,Management,divorced,tertiary,Middle Aged
2640,2024-09-04,59,Admin,single,secondary,Middle Aged
2641,2024-09-04,26,Technician,single,secondary,Young Adult
2642,2024-09-04,73,Retired,married,unknown,Elderly
2643,2024-09-04,30,Admin,single,secondary,Young Adult
2644,2024-09-07,64,Retired,married,tertiary,Elderly
2645,2024-09-07,36,Technician,married,tertiary,Young Adult
2646,2024-09-07,55,Admin,married,secondary,Middle Aged
2647,2024-09-07,63,Retired,married,tertiary,Elderly
2648,2024-09-07,52,Technician,married,secondary,Middle Aged
2649,2024-09-07,34,Management,single,tertiary,Young Adult
2650,2024-09-07,36,Services,married,secondary,Young Adult
2651,2024-09-07,31,Management,single,tertiary,Young Adult
2652,2024-09-08,47,Retired,single,primary,Middle Aged
2653,2024-09-08,50,Admin,married,tertiary,Middle Aged
2654,2024-09-08,70,Retired,divorced,secondary,Elderly
2655,2024-09-08,18,Student,single,unknown,Young Adult
2656,2024-09-08,33,Self-Employed,married,secondary,Young Adult
2657,2024-09-08,24,Technician,single,secondary,Young Adult
2658,2024-09-08,25,Admin,single,secondary,Young Adult
2659,2024-09-08,26,Management,single,tertiary,Young Adult
2660,2024-09-08,32,Management,single,tertiary,Young Adult
2661,2024-09-08,25,Student,single,unknown,Young Adult
2662,2024-09-08,58,Management,married,tertiary,Middle Aged
2663,2024-09-08,42,Management,married,tertiary,Middle Aged
2664,2024-09-08,30,Blue-Collar,single,secondary,Young Adult
2665,2024-09-09,76,Retired,divorced,primary,Elderly
2666,2024-09-09,79,Retired,married,secondary,Elderly
2667,2024-09-09,70,Retired,married,primary,Elderly
2668,2024-09-09,30,Management,single,tertiary,Young Adult
2669,2024-09-09,60,Retired,married,secondary,Elderly
2670,2024-09-09,51,Unemployed,married,secondary,Middle Aged
2671,2024-09-09,71,Retired,married,tertiary,Elderly
2672,2024-09-09,31,Management,single,tertiary,Young Adult
2673,2024-09-09,32,Admin,single,secondary,Young Adult
2674,2024-09-09,34,Management,married,tertiary,Young Adult
2675,2024-09-09,28,Admin,single,secondary,Young Adult
2676,2024-09-10,45,Management,married,tertiary,Middle Aged
2677,2024-09-10,53,Entrepreneur,married,primary,Middle Aged
2678,2024-09-11,38,Unknown,single,tertiary,Young Adult
2679,2024-09-11,56,Admin,single,secondary,Middle Aged
2680,2024-09-11,42,Technician,married,secondary,Middle Aged
2681,2024-09-11,47,Technician,married,secondary,Middle Aged
2682,2024-09-11,73,Retired,married,unknown,Elderly
2683,2024-09-11,46,Blue-Collar,married,secondary,Middle Aged
2684,2024-09-11,73,Retired,married,tertiary,Elderly
2685,2024-09-11,28,Blue-Collar,single,secondary,Young Adult
2686,2024-09-11,46,Management,married,tertiary,Middle Aged
2687,2024-09-11,74,Retired,married,primary,Elderly
2688,2024-09-14,71,Retired,divorced,tertiary,Elderly
2689,2024-09-14,41,Admin,divorced,secondary,Middle Aged
2690,2024-09-14,73,Retired,married,primary,Elderly
2691,2024-09-15,47,Technician,divorced,secondary,Middle Aged
2692,2024-09-15,49,Technician,divorced,tertiary,Middle Aged
2693,2024-09-15,40,Admin,married,secondary,Middle Aged
2694,2024-09-15,57,Blue-Collar,married,primary,Middle Aged
2695,2024-09-15,50,Housemaid,married,secondary,Middle Aged
2696,2024-09-15,34,Blue-Collar,married,secondary,Young Adult
2697,2024-09-15,56,Services,married,secondary,Middle Aged
2698,2024-09-15,32,Technician,single,tertiary,Young Adult
2699,2024-09-15,50,Management,divorced,tertiary,Middle Aged
2700,2024-09-15,54,Unemployed,divorced,secondary,Middle Aged
2701,2024-09-15,26,Management,single,tertiary,Young Adult
2702,2024-09-16,40,Technician,married,tertiary,Middle Aged
2703,2024-09-16,29,Management,single,tertiary,Young Adult
2704,2024-09-16,52,Housemaid,married,primary,Middle Aged
2705,2024-09-16,38,Technician,married,secondary,Young Adult
2706,2024-09-17,46,Management,married,tertiary,Middle Aged
2707,2024-09-18,26,Management,single,tertiary,Young Adult
2708,2024-09-18,25,Management,single,tertiary,Young Adult
2709,2024-09-18,70,Retired,married,tertiary,Elderly
2710,2024-09-22,83,Retired,married,primary,Elderly
2711,2024-09-22,43,Management,divorced,tertiary,Middle Aged
2712,2024-09-22,45,Blue-Collar,married,secondary,Middle Aged
2713,2024-09-22,37,Admin,single,tertiary,Young Adult
2714,2024-09-22,71,Retired,divorced,secondary,Elderly
2715,2024-09-23,27,Management,single,tertiary,Young Adult
2716,2024-09-24,47,Admin,married,secondary,Middle Aged
2717,2024-09-25,42,Management,divorced,tertiary,Middle Aged
2718,2024-09-25,77,Retired,divorced,secondary,Elderly
2719,2024-09-28,61,Management,married,tertiary,Elderly
2720,2024-09-28,57,Management,married,tertiary,Middle Aged
2721,2024-09-29,34,Management,married,tertiary,Young Adult
2722,2024-09-30,40,Blue-Collar,married,secondary,Middle Aged
2723,2024-09-30,84,Entrepreneur,married,secondary,Elderly
2724,2024-10-01,26,Student,single,secondary,Young Adult
2725,2024-10-01,37,Technician,married,unknown,Young Adult
2726,2024-10-01,47,Management,married,tertiary,Middle Aged
2727,2024-10-01,37,Management,single,tertiary,Young Adult
2728,2024-10-01,28,Management,single,tertiary,Young Adult
2729,2024-10-02,54,Management,married,tertiary,Middle Aged
2730,2024-10-02,54,Management,married,tertiary,Middle Aged
2731,2024-10-06,61,Retired,married,secondary,Elderly
2732,2024-10-06,30,Technician,single,secondary,Young Adult
2733,2024-10-06,60,Retired,married,primary,Elderly
2734,2024-10-06,44,Management,married,unknown,Middle Aged
2735,2024-10-07,33,Management,single,tertiary,Young Adult
2736,2024-10-07,25,Admin,single,tertiary,Young Adult
2737,2024-10-07,54,Unknown,married,unknown,Middle Aged
2738,2024-10-08,24,Blue-Collar,single,secondary,Young Adult
2739,2024-10-08,36,Technician,married,tertiary,Young Adult
2740,2024-10-08,58,Retired,married,primary,Middle Aged
2741,2024-10-08,33,Management,single,tertiary,Young Adult
2742,2024-10-09,27,Admin,married,secondary,Young Adult
2743,2024-10-12,60,Admin,divorced,secondary,Elderly
2744,2024-10-12,56,Unemployed,married,secondary,Middle Aged
2745,2024-10-12,25,Technician,single,secondary,Young Adult
2746,2024-10-12,21,Student,single,secondary,Young Adult
2747,2024-10-12,73,Retired,divorced,secondary,Elderly
2748,2024-10-13,67,Management,divorced,tertiary,Elderly
2749,2024-10-13,51,Entrepreneur,divorced,tertiary,Middle Aged
2750,2024-10-13,48,Management,married,tertiary,Middle Aged
2751,2024-10-13,35,Management,single,tertiary,Young Adult
2752,2024-10-13,61,Self-Employed,divorced,tertiary,Elderly
2753,2024-10-13,35,Technician,single,tertiary,Young Adult
2754,2024-10-13,36,Admin,divorced,secondary,Young Adult
2755,2024-10-13,83,Retired,single,primary,Elderly
2756,2024-10-14,50,Management,married,primary,Middle Aged
2757,2024-10-14,66,Housemaid,married,primary,Elderly
2758,2024-10-15,58,Technician,married,primary,Middle Aged
2759,2024-10-15,30,Management,single,tertiary,Young Adult
2760,2024-10-15,54,Blue-Collar,married,primary,Middle Aged
2761,2024-10-15,26,Admin,single,secondary,Young Adult
2762,2024-10-15,43,Services,married,primary,Middle Aged
2763,2024-10-15,40,Unemployed,single,tertiary,Middle Aged
2764,2024-10-16,57,Management,married,tertiary,Middle Aged
2765,2024-10-16,75,Retired,married,secondary,Elderly
2766,2024-10-16,77,Retired,married,tertiary,Elderly
2767,2024-10-16,31,Management,married,tertiary,Young Adult
2768,2024-10-16,22,Services,single,secondary,Young Adult
2769,2024-10-16,50,Management,married,tertiary,Middle Aged
2770,2024-10-16,27,Management,married,tertiary,Young Adult
2771,2024-10-16,73,Retired,married,unknown,Elderly
2772,2024-10-16,37,Services,married,secondary,Young Adult
2773,2024-10-16,44,Technician,single,tertiary,Middle Aged
2774,2024-10-16,40,Technician,married,secondary,Middle Aged
2775,2024-10-16,61,Management,married,tertiary,Elderly
2776,2024-10-19,61,Technician,divorced,secondary,Elderly
2777,2024-10-19,47,Blue-Collar,married,secondary,Middle Aged
2778,2024-10-19,47,Services,single,unknown,Middle Aged
2779,2024-10-19,76,Housemaid,divorced,primary,Elderly
2780,2024-10-19,30,Student,single,tertiary,Young Adult
2781,2024-10-20,39,Technician,married,tertiary,Young Adult
2782,2024-10-20,72,Retired,married,primary,Elderly
2783,2024-10-20,77,Retired,married,unknown,Elderly
2784,2024-10-20,36,Technician,married,secondary,Young Adult
2785,2024-10-20,65,Retired,married,secondary,Elderly
2786,2024-10-20,54,Technician,married,secondary,Middle Aged
2787,2024-10-20,46,Admin,single,secondary,Middle Aged
2788,2024-10-20,28,Management,single,tertiary,Young Adult
2789,2024-10-21,61,Management,married,tertiary,Elderly
2790,2024-10-21,53,Housemaid,married,primary,Middle Aged
2791,2024-10-21,27,Student,single,tertiary,Young Adult
2792,2024-10-21,55,Unemployed,divorced,secondary,Middle Aged
2793,2024-10-21,33,Management,single,tertiary,Young Adult
2794,2024-10-21,87,Retired,divorced,primary,Elderly
2795,2024-10-21,57,Management,married,tertiary,Middle Aged
2796,2024-10-21,33,Self-Employed,single,tertiary,Young Adult
2797,2024-10-21,51,Technician,married,secondary,Middle Aged
2798,2024-10-21,76,Retired,divorced,primary,Elderly
2799,2024-10-22,19,Student,single,secondary,Young Adult
2800,2024-10-22,33,Admin,married,tertiary,Young Adult
2801,2024-10-22,55,Management,divorced,tertiary,Middle Aged
2802,2024-10-22,31,Blue-Collar,single,unknown,Young Adult
2803,2024-10-22,92,Retired,married,unknown,Elderly
2804,2024-10-22,30,Technician,single,tertiary,Young Adult
2805,2024-10-22,68,Retired,single,tertiary,Elderly
2806,2024-10-22,41,Technician,single,tertiary,Middle Aged
2807,2024-10-22,29,Self-Employed,married,secondary,Young Adult
2808,2024-10-22,27,Blue-Collar,single,secondary,Young Adult
2809,2024-10-22,78,Retired,married,unknown,Elderly
2810,2024-10-22,82,Retired,married,primary,Elderly
2811,2024-10-22,29,Technician,single,tertiary,Young Adult
2812,2024-10-22,76,Retired,married,tertiary,Elderly
2813,2024-10-23,38,Management,married,tertiary,Young Adult
2814,2024-10-23,60,Technician,married,secondary,Elderly
2815,2024-10-23,33,Services,divorced,secondary,Young Adult
2816,2024-10-23,43,Blue-Collar,married,secondary,Middle Aged
2817,2024-10-23,61,Retired,married,secondary,Elderly
2818,2024-10-23,43,Technician,single,unknown,Middle Aged
2819,2024-10-23,57,Management,married,primary,Middle Aged
2820,2024-10-23,33,Management,married,tertiary,Young Adult
2821,2024-10-23,77,Management,married,unknown,Elderly
2822,2024-10-23,35,Technician,single,secondary,Young Adult
2823,2024-10-23,59,Retired,married,primary,Middle Aged
2824,2024-10-23,76,Retired,married,secondary,Elderly
2825,2024-10-26,73,Retired,married,primary,Elderly
2826,2024-10-27,81,Retired,married,primary,Elderly
2827,2024-10-27,41,Unknown,single,unknown,Middle Aged
2828,2024-10-27,57,Technician,married,secondary,Middle Aged
2829,2024-10-27,28,Technician,single,unknown,Young Adult
2830,2024-10-27,38,Blue-Collar,single,secondary,Young Adult
2831,2024-10-27,52,Services,married,secondary,Middle Aged
2832,2024-10-27,22,Student,single,secondary,Young Adult
2833,2024-10-27,53,Unknown,married,primary,Middle Aged
2834,2024-10-27,60,Admin,married,unknown,Elderly
2835,2024-10-27,56,Management,married,secondary,Middle Aged
2836,2024-10-27,38,Housemaid,divorced,secondary,Young Adult
2837,2024-10-27,44,Management,single,tertiary,Middle Aged
2838,2024-10-27,69,Retired,divorced,secondary,Elderly
2839,2024-10-27,36,Student,single,tertiary,Young Adult
2840,2024-10-28,75,Self-Employed,married,unknown,Elderly
2841,2024-10-28,65,Retired,married,primary,Elderly
2842,2024-10-28,64,Retired,married,secondary,Elderly
2843,2024-10-28,30,Admin,single,secondary,Young Adult
2844,2024-10-28,57,Housemaid,married,tertiary,Middle Aged
2845,2024-10-29,31,Management,married,tertiary,Young Adult
2846,2024-10-29,36,Management,married,tertiary,Young Adult
2847,2024-10-29,64,Management,married,tertiary,Elderly
2848,2024-10-29,54,Technician,married,unknown,Middle Aged
2849,2024-10-29,26,Admin,single,secondary,Young Adult
2850,2024-10-29,51,Self-Employed,single,secondary,Middle Aged
2851,2024-10-29,72,Retired,married,secondary,Elderly
2852,2024-10-29,30,Management,married,tertiary,Young Adult
2853,2024-10-29,60,Blue-Collar,married,primary,Elderly
2854,2024-10-29,30,Management,single,tertiary,Young Adult
2855,2024-10-29,66,Retired,married,tertiary,Elderly
2856,2024-10-29,50,Technician,married,secondary,Middle Aged
2857,2024-10-29,47,Management,single,tertiary,Middle Aged
2858,2024-10-29,80,Retired,married,primary,Elderly
2859,2024-10-29,61,Management,married,tertiary,Elderly
2860,2024-10-29,47,Management,married,tertiary,Middle Aged
2861,2024-10-29,30,Technician,single,secondary,Young Adult
2862,2024-10-29,21,Student,single,primary,Young Adult
2863,2024-10-30,62,Management,married,tertiary,Elderly
2864,2024-10-30,26,Technician,single,secondary,Young Adult
2865,2024-10-30,36,Blue-Collar,married,secondary,Young Adult
2866,2024-10-30,87,Retired,married,primary,Elderly
2867,2024-10-30,61,Retired,married,primary,Elderly
2868,2024-10-30,70,Retired,married,secondary,Elderly
2869,2024-10-30,60,Management,married,tertiary,Elderly
2870,2024-10-30,41,Services,married,tertiary,Middle Aged
2871,2024-10-30,22,Student,single,secondary,Young Adult
2872,2024-10-30,60,Retired,divorced,secondary,Elderly
2873,2024-11-02,54,Technician,married,secondary,Middle Aged
2874,2024-11-02,35,Self-Employed,single,tertiary,Young Adult
2875,2024-11-02,59,Management,married,secondary,Middle Aged
2876,2024-11-02,29,Student,single,unknown,Young Adult
2877,2024-11-03,48,Management,married,secondary,Middle Aged
2878,2024-11-03,37,Management,married,tertiary,Young Adult
2879,2024-11-03,36,Management,single,tertiary,Young Adult
2880,2024-11-03,52,Admin,single,secondary,Middle Aged
2881,2024-11-03,67,Retired,divorced,secondary,Elderly
2882,2024-11-03,36,Self-Employed,married,tertiary,Young Adult
2883,2024-11-03,64,Management,married,unknown,Elderly
2884,2024-11-03,29,Technician,single,secondary,Young Adult
2885,2024-11-03,27,Management,single,tertiary,Young Adult
2886,2024-11-03,76,Retired,married,primary,Elderly
2887,2024-11-04,34,Management,married,tertiary,Young Adult
2888,2024-11-06,54,Technician,married,secondary,Middle Aged
2889,2024-11-06,67,Retired,married,primary,Elderly
2890,2024-11-06,24,Technician,married,secondary,Young Adult
2891,2024-11-09,53,Admin,married,secondary,Middle Aged
2892,2024-11-09,33,Student,married,secondary,Young Adult
2893,2024-11-09,24,Student,single,tertiary,Young Adult
2894,2024-11-09,32,Management,single,tertiary,Young Adult
2895,2024-11-09,60,Self-Employed,married,tertiary,Elderly
