customer_id,contact_date,credit_on_default,annual_balance,housing_loan,personal_loan
2811,2024-10-22,no,2178,no,no
2812,2024-10-22,no,2991,no,no
2813,2024-10-23,no,4174,no,no
2814,2024-10-23,no,10925,no,no
2815,2024-10-23,no,2411,yes,no
2816,2024-10-23,no,14646,no,no
2817,2024-10-23,no,86,no,no
2818,2024-10-23,no,11115,no,no
2819,2024-10-23,no,6900,no,no
2820,2024-10-23,no,5878,no,no
2821,2024-10-23,no,1780,yes,no
2822,2024-10-23,no,183,no,no
2823,2024-10-23,no,3648,no,no
2824,2024-10-23,no,4112,no,no
2825,2024-10-26,no,542,no,no
2826,2024-10-27,no,243,no,no
2827,2024-10-27,no,942,no,no
2828,2024-10-27,no,254,no,no
2829,2024-10-27,no,0,yes,no
2830,2024-10-27,no,0,no,no
2831,2024-10-27,no,992,yes,no
2832,2024-10-27,no,23,no,no
2833,2024-10-27,no,732,no,no
2834,2024-10-27,no,4629,yes,no
2835,2024-10-27,no,0,no,no
2836,2024-10-27,no,70,no,no
2837,2024-10-27,no,5063,no,no
2838,2024-10-27,no,4572,no,no
2839,2024-10-27,no,129,no,no
2840,2024-10-28,no,4984,no,no
2841,2024-10-28,no,1004,no,no
2842,2024-10-28,no,4787,no,no
2843,2024-10-28,no,914,yes,no
2844,2024-10-28,no,2326,no,no
2845,2024-10-29,no,81,yes,no
2846,2024-10-29,no,203,no,no
2847,2024-10-29,no,3951,no,no
2848,2024-10-29,no,240,yes,no
2849,2024-10-29,no,338,no,no
2850,2024-10-29,no,0,no,no
2851,2024-10-29,no,0,no,no
2852,2024-10-29,no,944,no,no
2853,2024-10-29,no,5,no,no
2854,2024-10-29,no,697,no,no
2855,2024-10-29,no,1948,no,no
2856,2024-10-29,no,3654,no,no
2857,2024-10-29,no,551,no,no
2858,2024-10-29,no,997,no,no
2859,2024-10-29,no,477,yes,no
2860,2024-10-29,no,3663,no,no
2861,2024-10-29,no,853,no,no
2862,2024-10-29,no,8278,no,no
2863,2024-10-30,no,7458,no,no
2864,2024-10-30,no,44,no,no
2865,2024-10-30,no,1193,no,no
2866,2024-10-30,no,230,no,no
2867,2024-10-30,no,8729,no,no
2868,2024-10-30,no,2384,no,no
2869,2024-10-30,no,3401,no,no
2870,2024-10-30,no,881,no,no
2871,2024-10-30,no,1522,no,no
2872,2024-10-30,no,4243,no,no
2873,2024-11-02,no,473,no,yes
2874,2024-11-02,no,5462,no,no
2875,2024-11-02,no,4412,no,no
2876,2024-11-02,no,10332,no,no
2877,2024-11-03,no,0,yes,yes
2878,2024-11-03,no,238,no,no
2879,2024-11-03,no,62,yes,no
2880,2024-11-03,no,2398,yes,no
2881,2024-11-03,no,704,no,no
2882,2024-11-03,no,506,no,no
2883,2024-11-03,no,2352,no,no
2884,2024-11-03,no,938,no,no
2885,2024-11-03,no,1720,no,no
2886,2024-11-03,no,1492,no,no
2887,2024-11-04,no,1778,no,no
2888,2024-11-06,no,0,no,no
2889,2024-11-06,no,942,no,no
2890,2024-11-06,no,556,yes,no
2891,2024-11-09,no,10541,no,no
2892,2024-11-09,no,1536,no,no
2893,2024-11-09,no,235,no,no
2894,2024-11-09,no,935,no,no
2895,2024-11-09,no,10861,no,no
2896,2024-11-09,no,2331,no,no
2897,2024-11-09,no,1228,no,no
2898,2024-11-09,no,125,no,no
2899,2024-11-10,no,2816,no,no
2900,2024-11-10,no,0,no,no
2901,2024-11-10,no,22867,yes,no
2902,2024-11-10,no,1311,no,no
2903,2024-11-10,no,94,no,no
2904,2024-11-10,no,0,no,no
2905,2024-11-11,no,3371,no,no
2906,2024-11-11,no,943,no,no
2907,2024-11-11,no,9366,no,no
2908,2024-11-11,no,6746,no,no
2909,2024-11-11,no,1076,no,no
2910,2024-11-11,no,0,yes,no
2911,2024-11-11,no,1624,no,no
2912,2024-11-11,no,801,no,no
2913,2024-11-11,no,1070,yes,no
2914,2024-11-11,no,123,no,no
2915,2024-11-12,no,3623,no,no
2916,2024-11-12,no,533,no,no
2917,2024-11-12,no,994,yes,no
2918,2024-11-12,no,386,no,no
2919,2024-11-12,no,1026,no,no
2920,2024-11-12,no,2424,no,no
2921,2024-11-12,no,1331,no,no
2922,2024-11-12,no,2206,no,no
2923,2024-11-12,no,0,no,no
2924,2024-11-12,no,4693,no,yes
2925,2024-11-12,no,1230,yes,no
2926,2024-11-12,no,3417,no,no
2927,2024-11-12,no,1767,yes,no
2928,2024-11-12,no,5291,no,no
2929,2024-11-12,no,3403,yes,no
2930,2024-11-12,no,133,no,no
2931,2024-11-12,no,4745,no,no
2932,2024-11-13,no,3324,no,no
2933,2024-11-13,no,5220,no,no
2934,2024-11-13,no,2600,no,no
2935,2024-11-13,no,260,yes,no
2936,2024-11-13,no,608,no,no
2937,2024-11-13,no,462,no,no
2938,2024-11-13,no,14,no,no
2939,2024-11-13,no,1146,no,no
2940,2024-11-13,no,181,no,no
2941,2024-11-13,no,3114,no,no
2942,2024-11-13,no,376,no,no
2943,2024-11-13,no,9367,no,no
2944,2024-11-13,no,382,no,no
2945,2024-11-16,no,920,no,no
2946,2024-11-16,no,129,yes,yes
2947,2024-11-16,no,169,no,no
2948,2024-11-16,no,679,no,no
2949,2024-11-16,no,535,no,no
2950,2024-11-16,no,3115,no,no
2951,2024-11-16,no,1234,no,no
2952,2024-11-16,no,197,no,no
2953,2024-11-16,no,3186,no,no
2954,2024-11-16,no,3160,yes,no
2955,2024-11-16,no,195,no,no
2956,2024-11-16,no,6027,no,no
2957,2024-11-17,no,764,yes,no
2958,2024-11-17,no,583,no,no
2959,2024-11-17,no,0,no,no
2960,2024-11-17,no,5715,no,no
2961,2024-11-17,no,1204,no,no
2962,2024-11-17,no,4922,yes,no
2963,2024-11-17,no,234,no,no
2964,2024-11-25,no,9421,no,no
2965,2024-11-25,no,4198,no,no
2966,2024-11-25,no,3576,no,no
2967,2024-11-25,no,1925,no,no
2968,2024-11-25,no,1129,no,no
2969,2024-11-25,no,265,yes,no
2970,2024-11-25,no,38,no,no
2971,2024-11-27,no,1982,yes,yes
2972,2024-11-30,no,3399,no,no
2973,2024-11-30,no,691,no,no
2974,2024-12-02,no,330,no,no
2975,2024-12-02,no,318,no,no
2976,2024-12-02,no,644,no,no
2977,2024-12-02,no,4,yes,no
2978,2024-12-03,no,1165,no,no
2979,2024-12-03,no,4708,no,no
2980,2024-12-03,no,2820,no,no
2981,2024-12-03,no,1147,no,no
2982,2024-12-03,no,980,yes,no
2983,2024-12-03,no,2983,no,no
2984,2024-12-03,no,339,no,no
2985,2024-12-04,no,1940,no,no
2986,2024-12-04,no,1445,no,no
2987,2024-12-04,no,294,no,no
2988,2024-12-04,no,5887,no,no
2989,2024-12-04,no,11891,no,no
2990,2024-12-04,no,78,no,no
2991,2024-12-04,no,733,yes,no
2992,2024-12-04,no,5028,no,no
2993,2024-12-07,no,481,no,no
2994,2024-12-07,no,314,no,no
2995,2024-12-07,no,684,yes,no
2996,2024-12-07,no,1681,no,no
2997,2024-12-07,no,10250,yes,no
2998,2024-12-09,no,254,no,no
2999,2024-12-09,no,0,yes,no
3000,2024-12-09,no,307,no,no
3001,2024-12-09,no,957,no,no
3002,2024-12-09,no,155,no,no
3003,2024-12-09,no,614,no,no
3004,2024-12-09,no,426,no,no
3005,2024-12-09,no,8304,no,no
3006,2024-12-09,no,4721,no,no
3007,2024-12-10,no,395,no,no
3008,2024-12-10,no,3588,yes,no
3009,2024-12-10,no,2540,no,no
3010,2024-12-10,no,883,yes,no
3011,2024-12-10,no,4402,no,no
3012,2024-12-10,no,256,no,no
3013,2024-12-10,no,43,no,no
3014,2024-12-10,no,3856,no,no
3015,2024-12-11,no,3025,no,no
3016,2024-12-14,no,2326,no,no
3017,2024-12-14,no,925,no,no
3018,2024-12-15,no,1961,no,no
3019,2024-12-15,no,2037,no,no
3020,2024-12-15,no,459,no,no
3021,2024-12-16,no,572,no,no
3022,2024-12-16,no,452,no,no
3023,2024-12-16,no,5313,no,no
3024,2024-12-16,no,1533,no,no
3025,2024-12-17,no,1337,no,no
3026,2024-12-17,no,2986,no,no
3027,2024-12-17,no,1230,no,no
3028,2024-12-18,no,538,no,no
3029,2024-12-18,no,5108,yes,no
3030,2024-12-18,no,1341,no,no
3031,2024-12-21,no,320,no,no
3032,2024-12-21,no,131,yes,no
3033,2024-12-21,no,2074,no,no
3034,2024-12-21,no,1443,no,no
3035,2024-12-21,no,3338,yes,no
3036,2024-12-21,no,661,no,no
3037,2024-12-22,no,7105,no,no
3038,2024-12-22,no,3735,no,no
3039,2024-12-22,no,538,no,no
3040,2024-12-22,no,4657,no,no
3041,2024-12-23,no,5,no,no
3042,2024-12-24,no,230,no,no
3043,2024-12-28,no,1808,no,no
3044,2024-12-28,no,81204,no,no
3045,2024-12-28,no,3518,no,no
3046,2024-12-28,no,25,yes,no
3047,2024-12-28,no,2551,no,no
3048,2024-12-28,no,11303,no,no
3049,2024-12-28,no,2724,no,no
3050,2024-12-29,no,755,no,no
3051,2024-12-29,no,718,yes,no
3052,2024-12-29,no,870,no,no
3053,2024-12-29,no,978,no,no
3054,2024-12-29,no,544,no,no
3055,2024-12-30,no,461,no,no
3056,2024-01-08,no,2795,no,no
3057,2024-01-11,no,139,no,yes
3058,2024-01-11,no,1044,no,no
3059,2024-01-11,no,1633,no,no
3060,2024-01-11,no,6513,yes,no
3061,2024-01-11,no,1388,no,no
3062,2024-01-12,no,15,no,no
3063,2024-01-12,no,2544,no,no
3064,2024-01-12,no,2007,no,no
3065,2024-01-12,no,2166,no,no
3066,2024-01-12,no,4579,no,no
3067,2024-01-12,no,2488,no,no
3068,2024-01-12,no,2190,no,no
3069,2024-01-13,no,254,no,no
3070,2024-01-13,no,1579,no,no
3071,2024-01-13,no,330,no,no
3072,2024-01-13,no,938,no,no
3073,2024-01-13,no,5372,yes,no
3074,2024-01-13,no,3176,no,no
3075,2024-01-13,no,496,no,no
3076,2024-01-14,no,0,no,no
3077,2024-01-14,no,482,no,no
3078,2024-01-14,no,180,no,no
3079,2024-01-14,no,4198,no,no
3080,2024-01-14,no,817,no,no
3081,2024-01-14,no,5021,no,no
3082,2024-01-14,no,991,no,no
3083,2024-01-14,no,133,no,no
3084,2024-01-14,no,366,no,no
3085,2024-01-15,no,979,yes,no
3086,2024-01-15,no,2939,no,no
3087,2024-01-15,no,4803,no,no
3088,2024-01-15,no,1255,no,no
3089,2024-01-18,no,8556,no,no
3090,2024-01-18,no,588,no,no
3091,2024-01-18,no,994,yes,no
3092,2024-01-18,no,820,no,no
3093,2024-01-18,no,203,no,no
3094,2024-01-25,no,86,no,no
3095,2024-01-25,no,2855,no,no
3096,2024-01-25,no,474,no,no
3097,2024-01-25,no,203,no,no
3098,2024-01-25,no,7005,yes,no
3099,2024-01-26,no,775,no,no
3100,2024-01-26,no,4112,no,no
3101,2024-01-27,no,255,no,no
3102,2024-01-27,no,243,no,no
3103,2024-01-27,no,942,no,no
3104,2024-01-27,no,1180,no,no
3105,2024-01-27,no,992,yes,no
3106,2024-01-27,no,70,no,no
3107,2024-01-27,no,4629,yes,no
3108,2024-01-27,no,829,no,no
3109,2024-01-27,no,0,no,no
3110,2024-01-27,no,2776,yes,no
3111,2024-01-28,no,279,no,no
3112,2024-01-28,no,129,no,no
3113,2024-01-28,no,157,no,no
3114,2024-01-28,no,659,no,no
3115,2024-01-28,no,2493,no,no
3116,2024-01-28,no,3949,no,no
3117,2024-01-28,no,997,no,no
3118,2024-01-28,no,1699,no,no
3119,2024-01-28,no,1181,no,no
3120,2024-01-28,no,0,no,no
3121,2024-01-28,no,0,no,no
3122,2024-01-28,no,1948,no,no
3123,2024-01-28,no,306,no,no
3124,2024-01-29,no,18967,yes,no
3125,2024-01-29,no,261,yes,yes
3126,2024-01-29,no,694,no,no
3127,2024-01-29,no,202,no,no
3128,2024-01-29,no,4831,no,no
3129,2024-02-01,no,264,no,no
3130,2024-02-01,no,278,no,no
3131,2024-02-01,no,7802,no,no
3132,2024-02-02,no,3629,no,no
3133,2024-02-02,no,547,no,no
3134,2024-02-02,no,4468,no,no
3135,2024-02-03,no,1989,no,no
3136,2024-02-03,no,2645,no,no
3137,2024-02-03,no,4060,no,no
3138,2024-02-03,no,303,yes,no
3139,2024-02-03,no,2600,no,no
3140,2024-02-03,no,1818,yes,yes
3141,2024-02-03,no,728,no,no
3142,2024-02-03,no,955,no,yes
3143,2024-02-03,no,265,yes,yes
3144,2024-02-03,no,123,no,no
3145,2024-02-03,no,4807,no,no
3146,2024-02-03,no,205,no,no
3147,2024-02-03,no,2812,no,no
3148,2024-02-03,no,6571,no,no
3149,2024-02-04,no,2758,no,no
3150,2024-02-04,no,2037,no,no
3151,2024-02-04,no,0,no,no
3152,2024-02-04,no,2223,no,no
3153,2024-02-04,no,1085,no,no
3154,2024-02-04,no,602,no,no
3155,2024-02-04,no,1646,yes,no
3156,2024-02-04,no,415,no,no
3157,2024-02-04,no,2354,no,no
3158,2024-02-04,no,318,no,no
3159,2024-02-04,no,1730,yes,no
3160,2024-02-05,no,448,no,no
3161,2024-02-05,no,994,no,no
3162,2024-02-05,no,19,no,no
3163,2024-02-05,no,1625,no,no
3164,2024-02-08,no,1144,yes,no
3165,2024-02-08,no,897,yes,no
3166,2024-02-08,no,704,no,no
3167,2024-02-08,no,1996,no,no
3168,2024-02-08,no,216,no,no
3169,2024-02-08,no,1206,no,no
3170,2024-02-08,no,1855,no,no
3171,2024-02-08,no,62,no,no
3172,2024-02-09,no,1536,no,no
3173,2024-02-09,no,824,yes,no
3174,2024-02-09,no,235,no,no
3175,2024-02-09,no,108,no,no
3176,2024-02-09,no,2331,no,no
3177,2024-02-09,no,390,no,no
3178,2024-02-09,no,-32,no,yes
3179,2024-02-09,no,172,yes,no
3180,2024-02-09,no,10541,no,no
3181,2024-02-09,no,480,no,no
3182,2024-02-09,no,2374,yes,no
3183,2024-02-09,no,479,no,no
3184,2024-02-10,no,94,no,no
3185,2024-02-10,no,417,no,no
3186,2024-02-10,no,2557,yes,no
3187,2024-02-10,no,589,yes,no
3188,2024-02-10,no,201,no,no
3189,2024-02-10,no,2885,no,no
3190,2024-02-10,no,2155,no,yes
3191,2024-02-10,no,902,yes,no
3192,2024-02-11,no,1791,no,no
3193,2024-02-11,no,2206,no,no
3194,2024-02-11,no,5291,no,no
3195,2024-02-11,no,638,no,no
3196,2024-02-11,no,4448,no,no
3197,2024-02-11,no,5267,no,no
3198,2024-02-11,no,3324,no,no
3199,2024-02-11,no,61,yes,no
3200,2024-02-11,no,0,yes,no
3201,2024-02-11,no,116,no,no
3202,2024-02-11,no,413,yes,no
3203,2024-02-11,no,353,no,no
3204,2024-02-11,no,1712,no,no
3205,2024-02-11,no,523,no,no
3206,2024-02-11,no,1454,yes,no
3207,2024-02-11,no,9367,no,no
3208,2024-02-11,no,291,no,no
3209,2024-02-11,no,846,no,no
3210,2024-02-12,no,341,no,no
3211,2024-02-12,no,113,no,no
3212,2024-02-12,no,13014,no,no
3213,2024-02-12,no,632,no,no
3214,2024-02-12,no,27696,no,no
3215,2024-02-12,no,3715,no,no
3216,2024-02-12,no,4675,no,no
3217,2024-02-12,no,3271,no,no
3218,2024-02-12,no,123,no,no
3219,2024-02-12,no,10185,no,no
3220,2024-02-12,no,1026,no,no
3221,2024-02-12,no,905,no,no
3222,2024-02-12,no,775,no,no
3223,2024-02-15,no,926,no,no
3224,2024-02-15,no,349,no,no
3225,2024-02-15,no,484,yes,no
3226,2024-02-15,no,1830,yes,no
3227,2024-02-15,no,2987,yes,no
3228,2024-02-15,no,197,no,no
3229,2024-02-15,no,431,no,no
3230,2024-02-15,no,169,no,no
3231,2024-02-15,no,226,yes,no
3232,2024-02-15,no,2424,no,no
3233,2024-02-15,no,1234,no,no
3234,2024-02-15,no,271,yes,no
3235,2024-02-15,no,-69,yes,no
3236,2024-02-15,no,1562,no,no
3237,2024-02-15,no,52587,no,no
3238,2024-02-15,no,535,no,no
3239,2024-02-18,no,2159,no,no
3240,2024-02-18,no,195,yes,no
3241,2024-02-18,no,154,yes,no
3242,2024-02-18,no,681,no,no
3243,2024-02-18,no,2326,no,yes
3244,2024-02-18,no,961,no,yes
3245,2024-02-18,no,2532,yes,yes
3246,2024-02-19,no,455,yes,no
3247,2024-02-19,no,2013,no,no
3248,2024-02-19,no,1568,yes,no
3249,2024-02-19,no,1215,no,no
3250,2024-02-19,no,121,no,no
3251,2024-02-19,no,1,no,no
3252,2024-02-22,no,597,no,no
3253,2024-02-22,no,763,no,no
3254,2024-02-22,no,326,no,no
3255,2024-02-23,no,1380,no,no
3256,2024-02-23,no,0,no,no
3257,2024-02-23,no,368,no,no
3258,2024-02-23,no,438,no,no
3259,2024-02-23,no,483,no,no
3260,2024-02-23,no,7620,no,no
3261,2024-02-23,no,805,no,no
3262,2024-02-23,no,0,yes,no
3263,2024-02-23,no,302,yes,yes
3264,2024-02-24,no,215,no,no
3265,2024-02-24,no,5473,no,no
3266,2024-02-24,no,106,no,no
3267,2024-02-24,no,2346,no,no
3268,2024-02-24,no,3219,no,no
3269,2024-02-24,no,2227,no,no
3270,2024-02-24,no,6610,no,no
3271,2024-02-25,no,195,yes,no
3272,2024-02-25,no,973,no,no
3273,2024-02-25,no,7766,yes,no
3274,2024-02-25,no,948,no,no
3275,2024-02-25,no,2149,yes,no
3276,2024-02-25,no,1413,no,no
3277,2024-02-26,no,117,no,no
3278,2024-02-26,no,0,no,no
3279,2024-02-26,no,71,no,no
3280,2024-02-26,no,1938,no,yes
3281,2024-02-26,no,5359,no,no
3282,2024-02-26,no,519,no,no
3283,2024-03-02,no,-46,yes,no
3284,2024-03-02,no,1075,no,no
3285,2024-03-02,no,91,no,no
3286,2024-03-02,no,598,yes,no
3287,2024-03-02,no,1027,yes,no
3288,2024-03-02,no,235,no,no
3289,2024-03-02,no,2,no,no
3290,2024-03-02,no,4945,yes,no
3291,2024-03-02,no,311,no,no
3292,2024-03-03,no,154,no,no
3293,2024-03-03,no,712,no,no
3294,2024-03-03,no,7585,no,no
3295,2024-03-03,no,2489,yes,no
3296,2024-03-04,no,2896,no,no
3297,2024-03-04,no,354,no,no
3298,2024-03-04,no,2667,yes,no
3299,2024-03-04,no,144,no,no
3300,2024-03-04,no,760,yes,no
3301,2024-03-04,no,1050,no,no
3302,2024-03-05,no,5296,no,no
3303,2024-03-05,no,12980,no,no
3304,2024-03-05,no,509,no,no
3305,2024-03-05,no,1644,no,no
3306,2024-03-05,no,451,no,no
3307,2024-03-05,no,53,no,no
3308,2024-03-05,no,334,no,no
3309,2024-03-05,no,6771,no,no
3310,2024-03-05,no,52,yes,no
3311,2024-03-08,no,2240,no,no
3312,2024-03-08,no,4761,no,no
3313,2024-03-08,no,1570,yes,no
3314,2024-03-08,no,588,no,no
3315,2024-03-08,no,957,no,no
3316,2024-03-08,no,224,no,no
3317,2024-03-09,no,2161,no,no
3318,2024-03-09,no,426,no,no
3319,2024-03-09,no,147,no,no
3320,2024-03-09,no,508,no,no
3321,2024-03-09,no,294,yes,no
3322,2024-03-09,no,1825,no,no
3323,2024-03-09,no,158,no,no
3324,2024-03-09,no,0,yes,no
3325,2024-03-09,no,4721,no,no
3326,2024-03-09,no,282,no,no
3327,2024-03-09,no,108,no,no
3328,2024-03-09,no,187,no,no
3329,2024-03-09,no,3764,no,no
3330,2024-03-10,no,1416,no,no
3331,2024-03-10,no,2801,yes,yes
3332,2024-03-10,no,494,no,no
3333,2024-03-11,no,1978,no,no
3334,2024-03-12,no,155,no,no
3335,2024-03-12,no,4608,no,no
3336,2024-03-12,no,951,no,yes
3337,2024-03-12,no,495,no,no
3338,2024-03-15,no,1843,no,no
3339,2024-03-15,no,262,no,no
3340,2024-03-15,no,0,no,no
3341,2024-03-15,no,3561,no,no
3342,2024-03-16,no,465,yes,no
3343,2024-03-16,no,76,no,no
3344,2024-03-16,no,1796,no,no
3345,2024-03-16,no,874,yes,no
3346,2024-03-16,no,2140,no,no
3347,2024-03-17,no,295,no,no
3348,2024-03-18,no,304,no,no
3349,2024-03-18,no,624,no,no
3350,2024-03-18,no,303,no,no
3351,2024-03-18,no,273,yes,no
3352,2024-03-18,no,3342,no,no
3353,2024-03-18,no,1227,no,no
3354,2024-03-22,no,283,yes,no
3355,2024-03-22,no,3384,no,no
3356,2024-03-22,no,2367,no,no
3357,2024-03-22,no,5958,yes,no
3358,2024-03-22,no,3735,no,no
3359,2024-03-22,no,2693,no,no
3360,2024-03-23,no,655,no,no
3361,2024-03-23,no,1681,no,no
3362,2024-03-23,no,866,no,no
3363,2024-03-25,no,774,no,no
3364,2024-03-25,no,2678,no,no
3365,2024-03-25,no,3371,no,no
3366,2024-03-25,no,10583,no,no
3367,2024-03-26,no,4176,no,no
3368,2024-03-26,no,334,yes,no
3369,2024-03-26,no,393,no,no
3370,2024-03-29,no,916,no,no
3371,2024-03-29,no,832,no,no
3372,2024-03-30,no,3287,no,no
3373,2024-03-30,no,488,no,no
3374,2024-03-30,no,1947,no,no
3375,2024-03-31,no,558,yes,no
3376,2024-03-31,no,235,no,no
3377,2024-03-31,no,288,no,no
3378,2024-03-31,no,6036,no,no
3379,2024-04-01,no,3,yes,yes
3380,2024-04-01,no,0,no,no
3381,2024-04-01,no,81204,no,no
3382,2024-04-01,no,5236,no,no
3383,2024-04-01,no,2466,no,no
3384,2024-04-01,no,1348,no,yes
3385,2024-04-01,no,7929,no,no
3386,2024-04-05,no,70,yes,no
3387,2024-04-05,no,459,no,no
3388,2024-04-05,no,2102,yes,no
3389,2024-04-05,no,394,no,no
3390,2024-04-05,no,4126,no,no
3391,2024-04-05,no,224,no,no
3392,2024-04-05,no,9001,no,no
3393,2024-04-05,no,560,no,no
3394,2024-04-05,no,102,yes,no
3395,2024-04-06,no,1088,yes,no
3396,2024-04-06,no,562,yes,yes
3397,2024-04-06,no,718,yes,no
3398,2024-04-06,no,230,no,no
3399,2024-04-06,no,-67,yes,no
3400,2024-04-08,no,3848,yes,no
3401,2024-04-12,no,579,no,no
3402,2024-04-12,no,1646,no,no
3403,2024-04-12,no,1229,no,no
3404,2024-04-12,no,129,no,no
3405,2024-04-13,no,197,yes,no
3406,2024-04-13,no,3779,no,no
3407,2024-04-13,no,2016,no,no
3408,2024-04-13,no,436,no,no
3409,2024-04-13,no,413,no,no
3410,2024-04-13,no,116,no,no
3411,2024-04-13,no,62,no,no
3412,2024-04-13,no,107,no,no
3413,2024-04-14,no,497,no,no
3414,2024-04-14,no,2557,yes,no
3415,2024-04-14,no,2646,no,no
3416,2024-04-15,no,3771,no,no
3417,2024-04-15,no,1066,no,no
3418,2024-04-15,no,1,no,no
3419,2024-04-15,no,232,no,no
3420,2024-04-15,no,1177,no,no
3421,2024-04-15,no,603,no,yes
3422,2024-04-15,no,736,yes,no
3423,2024-04-15,no,129,no,no
3424,2024-04-16,no,-115,yes,no
3425,2024-04-16,no,104,no,yes
3426,2024-04-19,no,589,no,no
3427,2024-04-19,no,3472,no,no
3428,2024-04-19,no,2845,yes,no
3429,2024-04-20,no,7529,no,no
3430,2024-04-20,no,309,no,no
3431,2024-04-20,no,0,yes,no
3432,2024-04-20,no,1672,yes,no
3433,2024-04-20,no,1711,no,no
3434,2024-04-21,no,1295,no,no
3435,2024-04-21,no,2046,no,no
3436,2024-04-21,no,455,no,no
3437,2024-04-21,no,722,no,no
3438,2024-04-21,no,371,yes,yes
3439,2024-04-22,no,997,no,no
3440,2024-04-23,no,206,no,no
3441,2024-04-23,no,820,no,no
3442,2024-04-23,no,410,no,no
3443,2024-04-23,no,1216,yes,no
3444,2024-04-23,no,11115,no,no
3445,2024-04-23,no,796,no,no
3446,2024-04-23,no,5037,no,no
3447,2024-04-23,no,1780,yes,no
3448,2024-04-26,no,429,yes,no
3449,2024-04-26,no,2779,no,no
3450,2024-04-26,no,222,no,no
3451,2024-04-26,no,0,yes,no
3452,2024-04-26,no,1445,no,no
3453,2024-04-26,no,655,no,no
3454,2024-04-26,no,77,no,no
3455,2024-04-27,no,115,no,no
3456,2024-04-27,no,2722,no,no
3457,2024-04-27,no,1438,no,no
3458,2024-04-27,no,140,no,no
3459,2024-04-27,no,915,yes,no
3460,2024-04-27,no,1058,no,no
3461,2024-04-28,no,0,no,no
3462,2024-04-28,no,4984,no,no
3463,2024-04-28,no,697,no,no
3464,2024-04-28,no,4787,no,no
3465,2024-04-28,no,962,yes,no
3466,2024-04-28,no,1320,no,no
3467,2024-04-29,no,2955,no,no
3468,2024-04-29,no,0,no,no
3469,2024-04-29,no,12067,no,no
3470,2024-04-29,no,3006,no,no
3471,2024-04-29,no,388,no,no
3472,2024-04-29,no,0,yes,no
3473,2024-04-29,no,565,no,no
3474,2024-04-30,no,329,no,no
3475,2024-04-30,no,4243,no,no
3476,2024-04-30,no,72,no,no
3477,2024-04-30,no,4328,no,no
3478,2024-04-30,no,395,no,no
3479,2024-04-30,no,0,no,no
3480,2024-05-04,no,205,no,no
3481,2024-05-04,no,1730,yes,no
3482,2024-05-04,no,5,no,no
3483,2024-05-04,no,1965,no,no
3484,2024-05-04,no,19,no,no
3485,2024-05-04,no,7802,no,no
3486,2024-05-04,no,2352,no,no
3487,2024-05-04,no,155,no,no
3488,2024-05-05,no,401,no,no
3489,2024-05-05,no,79,yes,no
3490,2024-05-05,no,1646,yes,no
3491,2024-05-05,no,437,no,no
3492,2024-05-05,no,935,no,no
3493,2024-05-05,no,2929,no,no
3494,2024-05-05,no,2304,no,no
3495,2024-05-05,no,348,no,no
3496,2024-05-06,no,640,yes,no
3497,2024-05-06,no,88,no,no
3498,2024-05-06,no,2283,no,no
3499,2024-05-07,no,473,no,yes
3500,2024-05-07,no,0,no,no
3501,2024-05-07,no,397,no,no
3502,2024-05-07,no,62,no,no
3503,2024-05-07,no,3634,no,no
3504,2024-05-10,no,273,yes,no
3505,2024-05-12,no,3417,no,no
3506,2024-05-12,no,133,no,no
3507,2024-05-12,no,1624,no,no
3508,2024-05-12,no,386,no,no
3509,2024-05-12,no,2530,no,no
3510,2024-05-13,no,2838,yes,no
3511,2024-05-13,no,1026,yes,no
3512,2024-05-13,no,2206,no,no
3513,2024-05-13,no,260,yes,no
3514,2024-05-13,no,0,no,no
3515,2024-05-13,no,2987,yes,no
3516,2024-05-13,no,1230,yes,no
3517,2024-05-13,no,2335,no,no
3518,2024-05-13,no,8000,no,no
3519,2024-05-13,no,-27,no,no
3520,2024-05-13,no,1146,no,no
3521,2024-05-13,no,1004,no,no
3522,2024-05-13,no,197,no,no
3523,2024-05-13,no,169,no,no
3524,2024-05-14,no,393,yes,no
3525,2024-05-14,no,29,no,no
3526,2024-05-14,no,920,no,no
3527,2024-05-14,no,3608,yes,no
3528,2024-05-14,no,870,no,no
3529,2024-05-14,no,9367,no,no
3530,2024-05-14,no,1374,no,no
3531,2024-05-14,no,6027,no,no
3532,2024-05-14,no,1,no,no
3533,2024-05-14,no,349,no,no
3534,2024-05-17,no,39,no,no
3535,2024-05-17,no,583,no,no
3536,2024-05-17,no,1276,no,no
3537,2024-05-17,no,2364,no,no
3538,2024-05-18,no,53,yes,no
3539,2024-05-18,no,1612,no,no
3540,2024-05-18,no,639,no,no
3541,2024-05-18,no,3114,no,no
3542,2024-05-18,no,1,yes,no
3543,2024-05-19,no,1070,yes,no
3544,2024-05-19,no,195,yes,no
3545,2024-05-19,no,3144,no,no
3546,2024-05-20,no,3236,no,no
3547,2024-05-20,no,3208,no,no
3548,2024-05-21,no,1568,yes,no
3549,2024-05-21,no,1191,no,no
3550,2024-05-21,no,706,no,no
3551,2024-05-21,no,2616,no,no
3552,2024-05-24,no,215,no,no
3553,2024-05-24,no,3230,no,no
3554,2024-05-24,no,726,yes,no
3555,2024-05-24,no,3713,no,no
3556,2024-05-25,no,0,no,no
