age,job,marital,education,credit_on_default,annual_balance,housing_loan,personal_loan,contact_type,contact_day,contact_month,contact_duration,campaign_contacts,days_last_contacted,previous_contacts,poutcome,age_group,customer_id,sale,deposit
32,Management,single,tertiary,no,312,no,no,cellular,26,May,208,2,98,2,success,Young Adult,2146,1,yes
25,Admin,married,tertiary,no,906,no,no,cellular,26,May,253,1,-1,0,unknown,Young Adult,2147,1,yes
21,Admin,single,secondary,no,524,no,no,cellular,26,May,185,1,-1,0,unknown,Young Adult,2148,1,yes
41,Self-Employed,single,tertiary,no,1081,no,no,cellular,27,May,229,3,-1,0,unknown,Middle Aged,2149,1,yes
30,Admin,single,secondary,no,983,yes,no,cellular,27,May,189,2,-1,0,unknown,Young Adult,2150,1,yes
47,Admin,divorced,secondary,no,2232,no,no,cellular,27,May,439,1,103,1,success,Middle Aged,2151,1,yes
37,Admin,married,secondary,no,1967,no,no,cellular,27,May,242,1,212,1,success,Young Adult,2152,1,yes
34,Admin,married,secondary,no,1406,yes,no,cellular,27,May,145,1,-1,0,unknown,Young Adult,2153,1,yes
28,Admin,single,secondary,no,157,no,no,cellular,27,May,155,3,-1,0,unknown,Young Adult,2154,1,yes
24,Admin,single,tertiary,no,0,yes,no,cellular,27,May,122,2,-1,0,unknown,Young Adult,2155,1,yes
26,Admin,single,secondary,no,2509,no,no,cellular,27,May,776,3,97,3,success,Young Adult,2156,1,yes
35,Technician,married,secondary,no,1368,no,no,cellular,27,May,329,1,41,2,other,Young Adult,2157,1,yes
54,Retired,divorced,tertiary,no,3076,no,no,cellular,27,May,367,2,-1,0,unknown,Middle Aged,2158,1,yes
44,Management,married,tertiary,no,7818,no,no,cellular,27,May,412,1,-1,0,unknown,Middle Aged,2159,1,yes
56,Admin,single,secondary,no,4118,no,no,telephone,27,May,165,1,-1,0,unknown,Middle Aged,2160,1,yes
25,Admin,single,tertiary,no,760,yes,no,cellular,27,May,223,3,89,2,failure,Young Adult,2161,1,yes
25,Student,single,unknown,no,277,no,no,cellular,27,May,311,2,-1,0,unknown,Young Adult,2162,1,yes
50,Management,married,tertiary,no,253,no,no,cellular,28,May,513,9,-1,0,unknown,Middle Aged,2163,1,yes
55,Admin,married,secondary,no,602,no,no,cellular,1,Jun,324,3,90,2,success,Middle Aged,2164,1,yes
57,Management,married,tertiary,no,473,no,no,cellular,1,Jun,295,1,-1,0,unknown,Middle Aged,2165,1,yes
48,Management,married,tertiary,no,1167,yes,yes,cellular,1,Jun,264,1,-1,0,unknown,Middle Aged,2166,1,yes
25,Unemployed,single,tertiary,no,343,no,no,cellular,1,Jun,377,1,-1,0,unknown,Young Adult,2167,1,yes
49,Management,married,tertiary,no,1808,yes,no,cellular,1,Jun,205,1,95,1,success,Middle Aged,2168,1,yes
25,Technician,single,secondary,no,1199,no,no,cellular,1,Jun,287,1,-1,0,unknown,Young Adult,2169,1,yes
38,Housemaid,divorced,secondary,no,70,no,no,cellular,1,Jun,263,1,-1,0,unknown,Young Adult,2170,1,yes
45,Blue-Collar,married,secondary,no,1723,no,no,cellular,1,Jun,166,2,-1,0,unknown,Middle Aged,2171,1,yes
33,Management,married,tertiary,no,1323,no,no,cellular,1,Jun,327,1,-1,0,unknown,Young Adult,2172,1,yes
45,Admin,married,tertiary,no,2552,no,no,cellular,1,Jun,69,1,293,7,failure,Middle Aged,2173,1,yes
26,Management,single,secondary,no,2613,no,no,cellular,1,Jun,326,1,-1,0,unknown,Young Adult,2174,1,yes
49,Admin,married,secondary,no,0,no,no,cellular,1,Jun,1460,1,-1,0,unknown,Middle Aged,2175,1,yes
25,Technician,single,secondary,no,938,no,no,cellular,1,Jun,1048,1,-1,0,unknown,Young Adult,2176,1,yes
53,Technician,married,secondary,no,284,no,no,cellular,1,Jun,781,1,-1,0,unknown,Middle Aged,2177,1,yes
43,Management,married,tertiary,no,1059,no,yes,cellular,1,Jun,335,2,-1,0,unknown,Middle Aged,2178,1,yes
49,Technician,married,secondary,no,1684,no,yes,cellular,1,Jun,412,2,-1,0,unknown,Middle Aged,2179,1,yes
54,Management,married,tertiary,no,534,no,no,cellular,1,Jun,177,2,-1,0,unknown,Middle Aged,2180,1,yes
47,Technician,married,secondary,no,293,no,no,cellular,1,Jun,251,1,90,1,success,Middle Aged,2181,1,yes
34,Blue-Collar,married,secondary,no,262,no,no,cellular,1,Jun,339,1,-1,0,unknown,Young Adult,2182,1,yes
54,Services,divorced,secondary,no,0,no,no,cellular,1,Jun,174,1,81,2,success,Middle Aged,2183,1,yes
43,Management,divorced,tertiary,no,2367,no,no,cellular,1,Jun,114,1,38,2,other,Middle Aged,2184,1,yes
23,Services,single,secondary,no,31,no,no,cellular,1,Jun,192,1,-1,0,unknown,Young Adult,2185,1,yes
48,Management,married,tertiary,no,3842,no,no,cellular,1,Jun,215,2,-1,0,unknown,Middle Aged,2186,1,yes
30,Self-Employed,single,tertiary,no,3343,no,no,cellular,1,Jun,235,1,-1,0,unknown,Young Adult,2187,1,yes
38,Unemployed,single,secondary,no,804,no,no,cellular,1,Jun,1087,1,-1,0,unknown,Young Adult,2188,1,yes
34,Student,single,unknown,no,1011,no,no,cellular,1,Jun,253,1,-1,0,unknown,Young Adult,2189,1,yes
52,Admin,single,secondary,no,-528,yes,yes,cellular,1,Jun,1144,2,-1,0,unknown,Middle Aged,2190,1,yes
27,Management,single,tertiary,no,1840,no,no,cellular,1,Jun,220,1,28,8,other,Young Adult,2191,1,yes
40,Blue-Collar,married,secondary,no,1451,no,no,cellular,1,Jun,314,1,-1,0,unknown,Middle Aged,2192,1,yes
47,Management,married,tertiary,no,2351,no,no,cellular,2,Jun,163,2,84,1,success,Middle Aged,2193,1,yes
26,Management,single,tertiary,no,1623,no,no,cellular,2,Jun,479,1,-1,0,unknown,Young Adult,2194,1,yes
37,Admin,married,secondary,no,597,no,no,cellular,2,Jun,395,1,-1,0,unknown,Young Adult,2195,1,yes
34,Management,married,tertiary,no,611,no,no,cellular,2,Jun,350,1,-1,0,unknown,Young Adult,2196,1,yes
26,Admin,single,tertiary,no,313,no,yes,cellular,2,Jun,199,1,96,2,success,Young Adult,2197,1,yes
44,Management,married,tertiary,no,1954,no,no,cellular,2,Jun,294,1,-1,0,unknown,Middle Aged,2198,1,yes
29,Management,single,tertiary,no,307,yes,no,cellular,2,Jun,690,1,-1,0,unknown,Young Adult,2199,1,yes
40,Unemployed,single,tertiary,no,7968,no,no,cellular,2,Jun,596,1,-1,0,unknown,Middle Aged,2200,1,yes
43,Blue-Collar,married,secondary,no,2160,no,no,cellular,2,Jun,169,1,-1,0,unknown,Middle Aged,2201,1,yes
52,Technician,divorced,secondary,no,1005,yes,no,cellular,2,Jun,195,1,-1,0,unknown,Middle Aged,2202,1,yes
38,Admin,married,tertiary,no,1988,no,no,cellular,2,Jun,103,1,67,4,success,Young Adult,2203,1,yes
33,Services,divorced,secondary,no,1117,no,no,cellular,2,Jun,417,1,-1,0,unknown,Young Adult,2204,1,yes
50,Technician,married,secondary,no,3370,no,no,cellular,2,Jun,160,2,-1,0,unknown,Middle Aged,2205,1,yes
53,Admin,married,secondary,no,109,no,no,telephone,2,Jun,270,1,-1,0,unknown,Middle Aged,2206,1,yes
42,Services,married,secondary,no,1376,yes,no,cellular,2,Jun,271,2,92,4,success,Middle Aged,2207,1,yes
49,Technician,married,tertiary,no,523,yes,no,cellular,2,Jun,712,1,60,3,failure,Middle Aged,2208,1,yes
27,Technician,single,tertiary,no,15161,no,no,cellular,2,Jun,74,1,120,1,success,Young Adult,2209,1,yes
32,Admin,married,tertiary,no,653,no,no,cellular,2,Jun,84,1,-1,0,unknown,Young Adult,2210,1,yes
31,Student,single,tertiary,no,64,no,no,cellular,2,Jun,261,2,-1,0,unknown,Young Adult,2211,1,yes
29,Technician,single,secondary,no,1165,no,no,cellular,2,Jun,245,1,-1,0,unknown,Young Adult,2212,1,yes
49,Services,married,secondary,no,7019,yes,no,cellular,2,Jun,263,1,368,3,failure,Middle Aged,2213,1,yes
46,Blue-Collar,married,secondary,no,1568,yes,no,cellular,2,Jun,310,1,55,6,other,Middle Aged,2214,1,yes
57,Blue-Collar,married,primary,no,3109,no,no,cellular,2,Jun,482,2,-1,0,unknown,Middle Aged,2215,1,yes
28,Technician,single,tertiary,no,4987,no,no,cellular,2,Jun,924,2,113,21,success,Young Adult,2216,1,yes
37,Entrepreneur,married,tertiary,no,189,no,no,cellular,2,Jun,253,2,-1,0,unknown,Young Adult,2217,1,yes
38,Blue-Collar,married,secondary,no,2467,no,no,cellular,2,Jun,192,1,-1,0,unknown,Young Adult,2218,1,yes
49,Management,married,tertiary,no,5887,no,no,cellular,2,Jun,181,3,293,2,failure,Middle Aged,2219,1,yes
35,Technician,married,tertiary,no,1354,no,no,cellular,2,Jun,250,2,-1,0,unknown,Young Adult,2220,1,yes
29,Technician,married,secondary,no,23,yes,no,cellular,2,Jun,163,1,55,2,failure,Young Adult,2221,1,yes
52,Technician,married,secondary,no,0,no,no,cellular,2,Jun,541,3,-1,0,unknown,Middle Aged,2222,1,yes
34,Unemployed,married,secondary,no,978,no,no,cellular,3,Jun,262,2,71,1,success,Young Adult,2223,1,yes
60,Technician,married,secondary,no,294,no,no,telephone,3,Jun,206,4,-1,0,unknown,Elderly,2224,1,yes
32,Self-Employed,married,secondary,no,409,no,no,cellular,3,Jun,115,2,86,2,success,Young Adult,2225,1,yes
27,Admin,single,secondary,no,261,yes,yes,cellular,3,Jun,592,4,-1,0,unknown,Young Adult,2226,1,yes
55,Entrepreneur,married,secondary,no,27624,no,no,telephone,3,Jun,437,1,-1,0,unknown,Middle Aged,2227,1,yes
29,Management,single,tertiary,no,3846,no,no,cellular,3,Jun,313,2,-1,0,unknown,Young Adult,2228,1,yes
42,Blue-Collar,married,secondary,no,2913,no,no,cellular,3,Jun,705,1,195,1,failure,Middle Aged,2229,1,yes
33,Management,divorced,tertiary,no,2240,no,no,cellular,3,Jun,198,1,-1,0,unknown,Young Adult,2230,1,yes
29,Blue-Collar,married,primary,no,5,no,no,cellular,3,Jun,321,1,-1,0,unknown,Young Adult,2231,1,yes
39,Admin,married,secondary,no,150,no,no,cellular,3,Jun,296,4,-1,0,unknown,Young Adult,2232,1,yes
31,Technician,single,tertiary,no,882,no,no,cellular,3,Jun,411,1,-1,0,unknown,Young Adult,2233,1,yes
60,Management,divorced,tertiary,no,366,no,no,cellular,3,Jun,593,1,-1,0,unknown,Elderly,2234,1,yes
25,Student,single,tertiary,no,1189,no,no,cellular,3,Jun,165,1,-1,0,unknown,Young Adult,2235,1,yes
45,Admin,married,secondary,no,204,yes,no,cellular,3,Jun,224,2,-1,0,unknown,Middle Aged,2236,1,yes
29,Management,single,tertiary,no,637,yes,no,cellular,3,Jun,340,1,119,1,failure,Young Adult,2237,1,yes
55,Management,divorced,tertiary,no,2383,no,no,cellular,3,Jun,591,2,-1,0,unknown,Middle Aged,2238,1,yes
26,Technician,single,secondary,no,1231,yes,no,cellular,3,Jun,385,2,96,5,success,Young Adult,2239,1,yes
30,Management,single,tertiary,no,3340,no,no,cellular,3,Jun,238,3,-1,0,unknown,Young Adult,2240,1,yes
54,Admin,divorced,secondary,no,200,no,no,cellular,3,Jun,170,1,-1,0,unknown,Middle Aged,2241,1,yes
39,Blue-Collar,single,tertiary,no,48,no,no,cellular,3,Jun,539,1,-1,0,unknown,Young Adult,2242,1,yes
26,Management,single,tertiary,no,2786,no,no,cellular,3,Jun,300,2,72,1,success,Young Adult,2243,1,yes
57,Retired,married,secondary,no,5313,no,no,cellular,3,Jun,200,1,-1,0,unknown,Middle Aged,2244,1,yes
39,Unemployed,married,tertiary,no,201,no,no,cellular,3,Jun,699,1,119,1,failure,Young Adult,2245,1,yes
25,Blue-Collar,single,secondary,no,389,no,no,cellular,3,Jun,837,1,-1,0,unknown,Young Adult,2246,1,yes
43,Blue-Collar,married,primary,no,3917,no,no,cellular,3,Jun,725,2,93,1,success,Middle Aged,2247,1,yes
32,Blue-Collar,married,secondary,no,889,yes,no,cellular,3,Jun,1076,2,85,3,other,Young Adult,2248,1,yes
43,Management,divorced,tertiary,no,481,yes,no,cellular,3,Jun,187,1,20,1,other,Middle Aged,2249,1,yes
50,Management,divorced,tertiary,no,810,no,no,cellular,4,Jun,510,3,-1,0,unknown,Middle Aged,2250,1,yes
35,Services,married,secondary,no,52,yes,no,cellular,4,Jun,328,2,94,4,success,Young Adult,2251,1,yes
37,Management,married,tertiary,no,108,yes,yes,cellular,4,Jun,262,2,-1,0,unknown,Young Adult,2252,1,yes
42,Admin,single,secondary,no,684,no,no,cellular,4,Jun,207,1,-1,0,unknown,Middle Aged,2253,1,yes
27,Management,married,secondary,no,2071,no,no,cellular,4,Jun,449,1,-1,0,unknown,Young Adult,2254,1,yes
27,Services,single,secondary,no,339,no,no,cellular,4,Jun,182,1,-1,0,unknown,Young Adult,2255,1,yes
29,Management,single,tertiary,no,572,no,no,cellular,4,Jun,224,1,-1,0,unknown,Young Adult,2256,1,yes
29,Student,single,secondary,no,1779,no,no,cellular,4,Jun,400,1,-1,0,unknown,Young Adult,2257,1,yes
26,Student,single,secondary,no,132,no,no,cellular,4,Jun,217,1,-1,0,unknown,Young Adult,2258,1,yes
39,Admin,single,tertiary,no,22086,no,no,cellular,4,Jun,160,1,-1,0,unknown,Young Adult,2259,1,yes
41,Services,married,secondary,no,0,yes,yes,cellular,4,Jun,352,2,122,2,failure,Middle Aged,2260,1,yes
29,Management,married,tertiary,no,205,no,no,cellular,4,Jun,787,1,-1,0,unknown,Young Adult,2261,1,yes
33,Technician,single,tertiary,no,317,yes,no,cellular,4,Jun,323,1,80,14,other,Young Adult,2262,1,yes
32,Management,married,tertiary,no,4945,no,no,cellular,4,Jun,160,1,119,2,other,Young Adult,2263,1,yes
30,Management,married,tertiary,no,419,yes,no,cellular,4,Jun,194,1,-1,0,unknown,Young Adult,2264,1,yes
38,Technician,single,secondary,no,1130,no,no,cellular,4,Jun,96,2,98,1,success,Young Adult,2265,1,yes
55,Admin,married,secondary,no,1662,no,no,cellular,4,Jun,94,2,-1,0,unknown,Middle Aged,2266,1,yes
25,Admin,single,secondary,no,1871,no,no,cellular,4,Jun,136,1,-1,0,unknown,Young Adult,2267,1,yes
38,Entrepreneur,divorced,secondary,no,1190,yes,no,cellular,4,Jun,81,2,391,3,failure,Young Adult,2268,1,yes
35,Blue-Collar,married,secondary,no,563,no,yes,cellular,4,Jun,147,1,119,3,failure,Young Adult,2269,1,yes
31,Unemployed,married,secondary,no,6,no,no,cellular,4,Jun,121,4,-1,0,unknown,Young Adult,2270,1,yes
25,Services,single,secondary,no,594,no,no,cellular,4,Jun,89,2,-1,0,unknown,Young Adult,2271,1,yes
31,Management,single,tertiary,no,617,no,no,cellular,4,Jun,1161,1,97,2,success,Young Adult,2272,1,yes
27,Student,single,secondary,no,538,no,no,cellular,4,Jun,124,2,-1,0,unknown,Young Adult,2273,1,yes
34,Admin,single,secondary,no,303,no,no,cellular,4,Jun,282,3,126,3,failure,Young Adult,2274,1,yes
40,Admin,single,secondary,no,985,yes,no,cellular,4,Jun,592,3,50,8,failure,Middle Aged,2275,1,yes
27,Admin,married,secondary,no,897,no,no,cellular,5,Jun,397,1,-1,0,unknown,Young Adult,2276,1,yes
28,Management,single,secondary,no,171,no,no,cellular,5,Jun,324,1,87,1,success,Young Adult,2277,1,yes
28,Management,single,secondary,no,1633,no,no,cellular,5,Jun,275,1,-1,0,unknown,Young Adult,2278,1,yes
35,Admin,divorced,secondary,no,1085,no,no,cellular,5,Jun,199,1,86,7,success,Young Adult,2279,1,yes
58,Retired,married,primary,no,1980,no,no,cellular,5,Jun,255,1,-1,0,unknown,Middle Aged,2280,1,yes
44,Technician,married,tertiary,no,1933,no,no,cellular,5,Jun,462,1,-1,0,unknown,Middle Aged,2281,1,yes
57,Retired,married,secondary,no,1841,no,no,telephone,5,Jun,302,1,-1,0,unknown,Middle Aged,2282,1,yes
25,Self-Employed,single,tertiary,no,42,yes,no,cellular,5,Jun,149,1,94,1,success,Young Adult,2283,1,yes
21,Student,single,secondary,no,794,no,no,cellular,5,Jun,191,1,-1,0,unknown,Young Adult,2284,1,yes
49,Technician,married,secondary,no,905,no,no,cellular,5,Jun,1543,1,-1,0,unknown,Middle Aged,2285,1,yes
54,Management,married,tertiary,no,8295,no,no,cellular,5,Jun,207,1,-1,0,unknown,Middle Aged,2286,1,yes
59,Retired,married,primary,no,0,no,no,cellular,5,Jun,493,2,-1,0,unknown,Middle Aged,2287,1,yes
28,Management,single,tertiary,no,874,yes,no,cellular,5,Jun,509,1,-1,0,unknown,Young Adult,2288,1,yes
37,Blue-Collar,married,secondary,no,4321,no,no,cellular,5,Jun,657,1,-1,0,unknown,Young Adult,2289,1,yes
30,Technician,single,tertiary,no,0,yes,no,cellular,5,Jun,159,2,-1,0,unknown,Young Adult,2290,1,yes
35,Housemaid,single,primary,no,745,no,no,telephone,5,Jun,522,3,-1,0,unknown,Young Adult,2291,1,yes
31,Management,single,tertiary,no,924,no,no,cellular,5,Jun,207,2,98,1,success,Young Adult,2292,1,yes
41,Unemployed,single,primary,no,216,no,no,cellular,5,Jun,577,3,-1,0,unknown,Middle Aged,2293,1,yes
30,Unemployed,single,tertiary,no,1159,no,no,telephone,5,Jun,366,1,-1,0,unknown,Young Adult,2294,1,yes
28,Self-Employed,single,tertiary,no,3290,no,no,cellular,5,Jun,201,2,-1,0,unknown,Young Adult,2295,1,yes
31,Unemployed,single,secondary,no,582,yes,no,cellular,5,Jun,548,2,-1,0,unknown,Young Adult,2296,1,yes
53,Management,divorced,tertiary,no,380,no,yes,cellular,5,Jun,438,2,-1,0,unknown,Middle Aged,2297,1,yes
22,Blue-Collar,single,secondary,no,682,no,no,cellular,5,Jun,126,2,91,1,success,Young Adult,2298,1,yes
36,Services,married,primary,no,92,yes,no,cellular,5,Jun,244,7,-1,0,unknown,Young Adult,2299,1,yes
33,Technician,single,secondary,no,66,no,no,cellular,5,Jun,157,2,-1,0,unknown,Young Adult,2300,1,yes
31,Technician,single,tertiary,no,252,no,no,cellular,8,Jun,107,3,-1,0,unknown,Young Adult,2301,1,yes
49,Admin,married,tertiary,no,6574,no,no,cellular,8,Jun,138,3,-1,0,unknown,Middle Aged,2302,1,yes
51,Self-Employed,married,unknown,no,2094,no,no,cellular,8,Jun,458,6,-1,0,unknown,Middle Aged,2303,1,yes
34,Technician,married,secondary,no,294,yes,no,cellular,8,Jun,301,3,-1,0,unknown,Young Adult,2304,1,yes
35,Blue-Collar,married,primary,no,1177,no,no,cellular,8,Jun,243,4,-1,0,unknown,Young Adult,2305,1,yes
32,Admin,single,tertiary,no,8866,no,no,cellular,9,Jun,234,2,83,2,success,Young Adult,2306,1,yes
36,Entrepreneur,divorced,tertiary,no,3407,no,no,cellular,9,Jun,993,4,85,4,success,Young Adult,2307,1,yes
31,Management,single,tertiary,no,5205,no,no,cellular,9,Jun,529,2,-1,0,unknown,Young Adult,2308,1,yes
25,Technician,single,tertiary,no,3630,no,no,telephone,9,Jun,221,7,-1,0,unknown,Young Adult,2309,1,yes
25,Services,single,tertiary,no,12,no,no,cellular,12,Jun,126,6,-1,0,unknown,Young Adult,2310,1,yes
60,Management,married,secondary,no,544,no,no,cellular,12,Jun,95,7,357,2,failure,Elderly,2311,1,yes
40,Self-Employed,single,tertiary,no,10346,no,no,cellular,15,Jun,491,2,207,1,other,Middle Aged,2312,1,yes
50,Management,married,tertiary,no,1612,no,no,cellular,15,Jun,532,2,98,2,other,Middle Aged,2313,1,yes
32,Management,single,tertiary,no,718,yes,no,cellular,15,Jun,95,1,-1,0,unknown,Young Adult,2314,1,yes
60,Admin,married,secondary,no,3547,no,no,telephone,15,Jun,351,6,-1,0,unknown,Elderly,2315,1,yes
32,Services,married,secondary,no,914,no,no,cellular,15,Jun,372,1,-1,0,unknown,Young Adult,2316,1,yes
52,Entrepreneur,married,secondary,no,1306,no,no,cellular,15,Jun,288,1,-1,0,unknown,Middle Aged,2317,1,yes
59,Technician,married,secondary,no,259,no,no,cellular,15,Jun,415,1,89,1,success,Middle Aged,2318,1,yes
56,Retired,married,secondary,no,-1206,yes,no,cellular,15,Jun,382,2,-1,0,unknown,Middle Aged,2319,1,yes
47,Management,single,tertiary,no,372,no,no,cellular,15,Jun,257,1,-1,0,unknown,Middle Aged,2320,1,yes
43,Management,married,tertiary,no,3518,no,no,cellular,15,Jun,181,2,-1,0,unknown,Middle Aged,2321,1,yes
25,Services,single,secondary,no,505,no,no,cellular,15,Jun,284,1,-1,0,unknown,Young Adult,2322,1,yes
31,Student,single,secondary,no,1776,no,no,cellular,15,Jun,220,1,207,1,other,Young Adult,2323,1,yes
27,Management,single,tertiary,no,20585,no,no,cellular,15,Jun,188,1,-1,0,unknown,Young Adult,2324,1,yes
26,Admin,married,secondary,no,1595,no,no,cellular,15,Jun,155,1,105,1,failure,Young Adult,2325,1,yes
37,Admin,single,tertiary,no,1000,yes,no,cellular,15,Jun,322,1,90,1,success,Young Adult,2326,1,yes
27,Admin,single,tertiary,no,138,no,no,cellular,15,Jun,89,2,-1,0,unknown,Young Adult,2327,1,yes
49,Management,married,tertiary,no,561,no,no,cellular,15,Jun,173,1,-1,0,unknown,Middle Aged,2328,1,yes
26,Management,single,tertiary,no,170,no,no,cellular,15,Jun,129,1,-1,0,unknown,Young Adult,2329,1,yes
28,Management,single,tertiary,no,502,no,no,cellular,16,Jun,136,2,-1,0,unknown,Young Adult,2330,1,yes
33,Blue-Collar,married,secondary,no,379,yes,yes,cellular,16,Jun,263,2,-1,0,unknown,Young Adult,2331,1,yes
31,Technician,married,unknown,no,14533,no,no,cellular,16,Jun,245,2,-1,0,unknown,Young Adult,2332,1,yes
32,Services,married,secondary,no,689,yes,yes,cellular,16,Jun,162,3,-1,0,unknown,Young Adult,2333,1,yes
30,Technician,single,secondary,no,2567,no,no,cellular,18,Jun,813,4,-1,0,unknown,Young Adult,2334,1,yes
34,Management,married,tertiary,no,443,no,no,cellular,18,Jun,235,3,-1,0,unknown,Young Adult,2335,1,yes
58,Retired,married,primary,no,2074,no,no,cellular,18,Jun,259,2,-1,0,unknown,Middle Aged,2336,1,yes
34,Management,married,tertiary,no,2374,yes,yes,cellular,18,Jun,270,2,314,2,failure,Young Adult,2337,1,yes
26,Services,single,secondary,no,1347,no,no,telephone,18,Jun,280,6,92,5,other,Young Adult,2338,1,yes
49,Management,single,tertiary,no,7443,no,no,telephone,19,Jun,293,5,211,2,failure,Middle Aged,2339,1,yes
57,Management,married,tertiary,no,10583,no,no,cellular,22,Jun,295,3,-1,0,unknown,Middle Aged,2340,1,yes
83,Retired,married,primary,no,425,no,no,telephone,22,Jun,883,1,140,1,failure,Elderly,2341,1,yes
61,Management,married,tertiary,no,997,no,no,cellular,22,Jun,269,1,104,1,success,Elderly,2342,1,yes
64,Retired,married,secondary,no,5966,yes,no,cellular,22,Jun,983,1,-1,0,unknown,Elderly,2343,1,yes
37,Admin,married,secondary,no,2061,yes,yes,cellular,22,Jun,459,1,109,3,failure,Young Adult,2344,1,yes
68,Retired,married,secondary,no,0,no,no,cellular,22,Jun,586,1,-1,0,unknown,Elderly,2345,1,yes
71,Retired,married,tertiary,no,2887,no,no,cellular,30,Jun,128,1,-1,0,unknown,Elderly,2346,1,yes
54,Management,married,tertiary,no,1464,no,no,cellular,30,Jun,157,1,-1,0,unknown,Middle Aged,2347,1,yes
37,Management,married,tertiary,no,1315,no,no,cellular,30,Jun,224,1,-1,0,unknown,Young Adult,2348,1,yes
22,Student,single,unknown,no,466,no,no,cellular,30,Jun,377,1,-1,0,unknown,Young Adult,2349,1,yes
44,Management,married,tertiary,no,2383,no,no,cellular,1,Jul,571,2,-1,0,unknown,Middle Aged,2350,1,yes
37,Entrepreneur,married,tertiary,no,1649,no,yes,cellular,1,Jul,140,3,-1,0,unknown,Young Adult,2351,1,yes
72,Self-Employed,married,tertiary,no,132,no,no,cellular,1,Jul,260,2,65,1,success,Elderly,2352,1,yes
69,Retired,divorced,primary,no,482,no,no,cellular,2,Jul,260,2,-1,0,unknown,Elderly,2353,1,yes
41,Blue-Collar,married,secondary,no,203,no,no,cellular,2,Jul,342,2,-1,0,unknown,Middle Aged,2354,1,yes
44,Blue-Collar,married,secondary,no,88,yes,no,cellular,2,Jul,275,1,-1,0,unknown,Middle Aged,2355,1,yes
32,Services,single,secondary,no,2881,no,no,cellular,2,Jul,356,1,-1,0,unknown,Young Adult,2356,1,yes
79,Retired,married,secondary,no,668,no,no,telephone,2,Jul,363,1,-1,0,unknown,Elderly,2357,1,yes
33,Technician,married,secondary,no,73,yes,no,cellular,2,Jul,218,1,-1,0,unknown,Young Adult,2358,1,yes
45,Management,married,tertiary,no,1309,no,no,cellular,2,Jul,367,1,-1,0,unknown,Middle Aged,2359,1,yes
40,Management,married,tertiary,no,2763,yes,no,cellular,2,Jul,566,1,395,2,success,Middle Aged,2360,1,yes
42,Entrepreneur,married,secondary,no,2959,yes,no,telephone,2,Jul,711,1,342,1,failure,Middle Aged,2361,1,yes
30,Technician,single,secondary,no,930,no,no,cellular,2,Jul,396,1,-1,0,unknown,Young Adult,2362,1,yes
28,Management,single,tertiary,no,12956,yes,no,cellular,2,Jul,940,1,399,3,success,Young Adult,2363,1,yes
58,Housemaid,divorced,secondary,no,0,no,no,cellular,2,Jul,478,2,-1,0,unknown,Middle Aged,2364,1,yes
39,Admin,divorced,secondary,no,19,yes,no,cellular,2,Jul,503,2,147,5,success,Young Adult,2365,1,yes
31,Blue-Collar,married,secondary,no,625,yes,no,cellular,2,Jul,135,2,49,3,failure,Young Adult,2366,1,yes
45,Admin,married,unknown,no,5511,no,no,cellular,2,Jul,272,1,-1,0,unknown,Middle Aged,2367,1,yes
56,Blue-Collar,married,primary,no,1137,no,no,telephone,2,Jul,176,1,-1,0,unknown,Middle Aged,2368,1,yes
46,Management,divorced,tertiary,no,1329,no,no,cellular,3,Jul,247,2,-1,0,unknown,Middle Aged,2369,1,yes
56,Retired,married,secondary,no,1044,no,no,telephone,3,Jul,353,2,-1,0,unknown,Middle Aged,2370,1,yes
27,Services,single,secondary,no,302,no,no,cellular,3,Jul,203,1,-1,0,unknown,Young Adult,2371,1,yes
30,Unemployed,married,tertiary,no,330,no,no,cellular,3,Jul,264,1,80,1,success,Young Adult,2372,1,yes
26,Self-Employed,single,tertiary,no,2857,no,no,cellular,3,Jul,446,1,-1,0,unknown,Young Adult,2373,1,yes
35,Unemployed,single,primary,no,68,no,no,cellular,3,Jul,175,1,-1,0,unknown,Young Adult,2374,1,yes
52,Blue-Collar,married,primary,no,1524,no,no,cellular,3,Jul,1007,6,-1,0,unknown,Middle Aged,2375,1,yes
54,Admin,married,secondary,no,1633,no,no,cellular,3,Jul,409,2,-1,0,unknown,Middle Aged,2376,1,yes
41,Entrepreneur,married,primary,no,0,no,no,cellular,3,Jul,438,2,389,1,other,Middle Aged,2377,1,yes
24,Management,single,tertiary,no,507,no,no,cellular,3,Jul,257,1,-1,0,unknown,Young Adult,2378,1,yes
28,Blue-Collar,single,secondary,no,643,no,no,cellular,3,Jul,308,2,-1,0,unknown,Young Adult,2379,1,yes
62,Management,married,tertiary,no,2785,no,no,cellular,6,Jul,270,3,-1,0,unknown,Elderly,2380,1,yes
52,Technician,married,secondary,no,137,no,no,cellular,6,Jul,227,2,-1,0,unknown,Middle Aged,2381,1,yes
23,Services,single,secondary,no,870,no,no,cellular,6,Jul,316,4,-1,0,unknown,Young Adult,2382,1,yes
82,Retired,married,primary,no,8603,no,no,cellular,7,Jul,429,1,-1,0,unknown,Elderly,2383,1,yes
63,Retired,married,secondary,no,18016,no,no,cellular,7,Jul,371,1,-1,0,unknown,Elderly,2384,1,yes
